eng_reviews,sentiments
"It is a damn good and very nice price laptop. People were saying that it has battery drain issue, but I found it good. The Battery lasts around 5hrs in normal work including photoshop. The body is strong, design is good. I loved the display.  I was confused between the Infinix one and this one, but this one is much better as Lenovo has broader service area.",POSITIVE
"I liked the quality of the product, it's compatible with my oneplus pad 2 and nord, has good connectivity with pendrive, has charging ability. Overall it is easy to use and looks good too.",POSITIVE
"Great product, good read speed",POSITIVE
Product is amazing and its very useful for my iphone files transfer,POSITIVE
Top Quality Product... At nice price... Easy to use... Thankyou Amazon and Potronics... Just go for it. ❤,POSITIVE
"I’m always worried about the quality & finishing of these products since these are not part of specifications and pictures can be deceptive. However, now having used these for a while, I can comfortably vouch for their quality. Finishing, quality, charging speed all good.",POSITIVE
"The build quality of the product is decent enough, worth the money but company is claiming that it is a 3.0 adapter but it isn't it is a 2.0 adapter, it has only 4 pins instead of 9 so the marketing is fake other than that the product is good, but if you spend 40 rupees more you will get a 3.0 otg by agaro or ambrane it's up to you i'm writing this review to give you the actual information before making your buying decision i can't attach a picture here i don't know why, otherwise i would like to show you what i am talking about",NEGATIVE
Working good. Usefull. Quality nice. Speed is little bit low. Compatible with all devices. Design 😍,POSITIVE
Worth for money and easy to you,POSITIVE
"Great product to keep your Electronics devices clean and shining. Also, it is very easy to carry it around with you anywhere whenever you travel. Definitely a value for money deal!!!!",POSITIVE
"This ₹99 product offers exceptional value and usability; I will purchase it again. After many years of use, my old brush remains a testament to its quality and value. I am highly satisfied with this product.",POSITIVE
The cleaning kit is a must-have for anyone who values a clean workspace. The multifunctional tools make it easy to reach every nook and cranny of my keyboard and earbuds. It's compact and perfect for regular cleaning. Highly recommend!,POSITIVE
This product quite good for cleaning electronic devices. Nice job sounce,POSITIVE
"Just purchased this product looks good, will know more after using it.",POSITIVE
"The product is easy to use and is efficient in cleaning sensitive or damage- prone components such as Keyboards. It is also equipped with with a pen knife ( built into the stem of the brush) to help remove dirt in crevices( though I have not used this feature till now. Overall, a good Value- for- Money product.",POSITIVE
"This is my first purchase of gaming laptop, it is great choice to purchase this MSI laptop at this price point configuration are great and useful of middle label of content creator and gaming. Only battery concern in this upto 3 hours max only and cam quality is also decent. One more thing SSD as mentioned 512 GB but in real 455GB total capacity is available only in this laptop please note of this in your mind While purchasing overall is great 👍 Thanks.",POSITIVE
Best product Best packaging Best courier service Product performance and experience is great 👍 Value for money,POSITIVE
A perfect laptop for mid level gaming purpose. The laptop is very light weighted thus there is a compromise in build quality. Keys are quite good with bold fonts.,NEGATIVE
Revieved product with used charging cable. Cable has visible marks of use,POSITIVE
"Product quality is good, performance is good , all things are totally good. Good product for budget level gamer, no heating issue, battery is good , gaming capabilitiy is nice",POSITIVE
Too good of a laptop Gta 5 can be played at 80-90 fps Battery backup time is 6-7 hours if we are not playing games If games are being played it lasts 3-4 hours,NEGATIVE
Just okay.,POSITIVE
"I purchased it recently and I'm satisfied with the looks, performance and battery backup. Only thing I feel is the low audio sound. I have to connect my earphone for audio clarity.",NEGATIVE
"Hp ultra 7 is continuously heating like a 10 year old laptop. No resolution has been provided, waiting for 10 days. No way to contact amazon. Before purchasing amazon showing easy return, but it's hectic. When I clicked on return issue, it have to repeat the process so many times like a loop. Still waiting",NEGATIVE
"Display- 10/10. Oled Super good. Build quality- 9/10. Very good. Performance- 7.8/10. More than enough for students and office coding purpose. Little gaming. Graphic card included iris xe. Touch and keypad-9/10. Very good. Battery- 9/10. Awesome battery backup compared to other brands. Premium- 8/10. Services after sale- 8/10. Good, they response is good no problem at all blindly you can buy. This pc also have copilot AI. Blue colour is awesome compared to black and silver. Just go for it in 2025. Value for money- 9.2/10.",POSITIVE
"I Got This Faulty Display Screen & After 2 Days Of Screen Replacement, My Screen Completely Went Black And Stopped Working. Both ASUS & Amazon Are Not Helping Me.! Spent 73,000 On This Scrap Made By ASUS! Total Waste Of Money. Please Don't Buy.",NEGATIVE
Amazing display and amazing performance.Perfect for developers,POSITIVE
"This laptop is best for students, who want to watch YouTube play some mid-tier games. You can also get HP Victus 16 laptop in this price segment, but it has some pros and cons in that comparison. Pros of Asus S15: 1. Display: 2.8k, Oled, 100%srgb, 600nits brightness(most phones comes with max 400nits, you can compare). 2. Intel Evo 3. Atleast 8hrs of battery on basic usage. 4. Highly intelligent fingerprint: (if you are turning on your PC with your registered fingerprint then it will directly log you in.) 5. Thunderbolt 4. 6. Light weight 1.7kgs. 7. 180deg hinge (it comes handy when you accidently push your screen back, most screen or hinges gets damages due to 120deg hinge) 8. I got this laptop for 84k, but while I'm writing this its 87k. 9. Aluminum back of the display.  Pros of HP Victus 16: 1. Processor: Ryzen 7 79840HS is more powerful than intel i5 13500H 2. Dedicated graphics with 6GB of RAM 3. LAN port with 1Gbps 5. 144hz display 6. Faster RAM 5600MHz vs 48MHz 7. SD card reader (Support SD/SDHC/SDxC) 8. Currently 16-s0095AX version is priced at 81k.  Both of this laptops are latest generation from their manufacturers. Both have DDR5. Both have 512 gen4 ssd.  So, if you are not a hardcore gamer or you are a student then you should go for Asus. Or if you are want to run CPU intensive program then you can go for HP Victus, because multicore performance is very high in this laptop.",NEGATIVE
Recently buy this laptop on 27/09/24 really happy to unbox it bt whin turn it on the screen was blank called customer service associate they told me that replacement is not available only service centre is the last option.in service centre they told me that it will takes 6-7 day if it will not repaired then u will get refund or replacement and not from our side u have to call amazon customer associate and then they arrange a pickup.this was really disappointing.i had saved money from last 6 month to buy a laptop after searching many laptop i found this to buy. Dont know this was happened.now waiting for my new refurbished laptop.😡😡😡😡,NEGATIVE
"Delivery is fast (within 3 days) but, open box delivery is not available for my product.  This is my second asus product after asus zenfone max pro m1 mobile.  First its blue colour attracts you.  1). Display is top category in this price segment.  It flickering during charging pin plug in and plug out but don't worry it is not any system defect. To stop it please change screen refresh rate option in my asus app from dynamic to static.  2) Battery is average upto 6 hours normal use. But fast charging is an advantage.  3) Keyboard is also good. Touch pad is a big one, support multi gesture.  4) Processor performance good. I play one 8k video on YouTube ,then it temperature gose to 90°c. It is best for watching upto 4k video. Cooling system is effective.  One thing it not supported windows face recognition as it have not ir camera.  Afterall it is best product in this price segment (Rs. 83990), but unfortunately I buy this at Rs. 86990.  Thank u.",POSITIVE
Within a month the laptop is showing issue like black screen and flickering and their service centre is pathetic keeps saying senior team will call you and solve the issue but they don't.  Please save your money and don't buy anything from this stupid company.,NEGATIVE
Really amazing oled display,POSITIVE
"worst product worst battery backup, hp manager having no manners of communication, rude behaviour, unable to return , hp passed the time by just saying it will take 4 days , 7 days, 14 days ….etc",NEGATIVE
"The HP 15 with a 12th Gen Intel Core i5 is a robust laptop that excels in performance and functionality. With 16GB of RAM and a 512GB SSD, it offers smooth multitasking and quick access to files, making it great for both work and entertainment. The Full HD display delivers crisp visuals, enhancing your viewing experience. Its sleek design and reasonable weight make it portable for on-the-go use.",POSITIVE
"1. Build quality not upto the mark. Outer plastic on display side not strong. 2. Touchpad very loose and weak, gets operated with slightest force (Dont know if only my laptop has this issue) 3. Display is OK. 4. Battery backup is good. 5. Good processor and graphics. No lags found in gaming, power point work etc.",NEGATIVE
Heating in couple of mins Back cover is plastic and it's not durable Battery gets dry in only 2 hrs waste Not able to return,NEGATIVE
"I'm not a tech expert, so I can't go into detail. I purchased this laptop for office use, primarily for web-based software and Microsoft applications. It's running quickly and performing well.",POSITIVE
No microsoft excel or spreadsheet with this laptop.,NEGATIVE
"I have purchased this laptop from offline local market it is very good laptop. Only battery performance is not good but performance is best I am very happy with this laptop , totally value for money, it works smoothly, keyboard touch feel so good , light weight easy to carry, except battery performance overall performance are best 👍👍",POSITIVE
Very cheap quality and the screen is broken 😔the worst laptop now I can't return it wast of money.now wath should I do,NEGATIVE
I don't like because keyboard and screen damage not for gaming or editing not for heavy uses or not for taking meeting call or browsing,NEGATIVE
I think at the price of 300k 14inch display is not good atleast it should be 16 inch for better view,NEGATIVE
"reviewing after several months. display could have been better, when watching high quality movies it feels low quality overall laptop is fine battery backup is also only 3.5 hours on full charge lil bit heating not too much camera is just horrible quality good thing is it doesnt lag and gives good performance for my needs",POSITIVE
"No doubt it's the best laptop for students under 40,000. You can use it for study purposes as well as for coding in college you can do code on it. You can play GTA v on low setting but it's not recommend as it's not a gaming laptop.  Pros:- 1. I3 1215u processor is pretty good for day to day task and it can also be used in programming.  2. Comes with a 2level backlit keyboard.  3. Display is also quite good.  Cons:-  I don't found such.  Overall it's best option under 40,000.",POSITIVE
"Hp is a bogus company, this is what I learned after purchasing this laptop. I have Sony Vaio laptop which I purchased in 2011 which have battery care function, which stops battery charging at either 50% or 80% and runs laptop on direct AC power, which in turn extend lifetime of battery. My battery is still good even after more than 12 years of using laptop. I know that well established laptop companies have this feature present in their laptop. Ex. Asus, Lenovo, Samsung, etc. (Not the new laptop companies.). So, I presumed that hp would also have this feature, but after I owned this laptop, I came to know that this crucial feature is absent. And only some of the hp laptop models have this feature. I am very disappointed ☹️. Because when laptop runs on battery power, it's performance is not good.  This laptop's keyboard is also so much bogus and stupid. The clicks are good and also the quality seems good, but the visibility of the text on keyboard is very bad. I use laptop mostly on my study table, and this silvery keyboard's keys text is invisible to read. I have to lean forward to see what's on it. (I think after some time I will get used to it, but as a beginner user of this laptop, it's too much hassle to use this keyboard).  I also have hp gaming mouse that I purchased recently whose back and forward side buttons are of bad build quality. And also I have one bad experience about HP pendrive. Also I have heard about HP printers' bad reputation.  So, I have now decided to never buy any hp company product.",NEGATIVE
Best performer!!!,POSITIVE
"Good laptop for this price, All function is good,except camera quality is average,battery back around 3hours.",POSITIVE
value for money product. Good for students and office work. Battery performance is average. If you looking for budget laptop for study purpose just go for it.,NEGATIVE
Product everything is good and value for money. Battery drain quickly,NEGATIVE
Thanks to amazon.,POSITIVE
"We found this laptop covering with great indian fastival colour full tape, after remove this tape original Amazon tape usually use every product black color with Amazon Trademark, that tape was opened, you can say that box already was opened.... Laptop looking wise good but laptop screen is shaking while opening camera 📸  These types of issues are not good for surprise to your family",NEGATIVE
It is not good product. It is fully waste. Amazon was a fraud seller. With in 1 month we got a straight line on the display so the display got damage it can cost more than 2000 or 3000 for fixing the laptop display so don't buy this. And we contact customer contact care they are not responding properly. It is the first product we got in amazon and it is the worst product we got,NEGATIVE
Feels happy with the product. As ordered it has reached. Go for it guys.,POSITIVE
Better to use,NEGATIVE
Display is not good,NEGATIVE
good product,POSITIVE
Good product light weight but only one thing missing keypad light,NEGATIVE
I was looking for 14 Inch Laptop with 8HB RAM & 512 GB SSD.  But fortunately got an excellent offer from ACER of Configuration of 16GB RAM & 1TB SSD at very satisfied price offer.  Trust me. The laptop is so handy & looks awesome.,POSITIVE
"ok , satisfied",POSITIVE
"The product was received defective as the screen was flickering. Further, when requested for replacement or return the agent never turned to pickup and after several complaints was informed that the product won’t be returned and I need to deal with it. Worst Service experience",NEGATIVE
Performance is very good in this laptop.. I got it in 35k in sale. There's heating issue while charging the laptop.,POSITIVE
"I am using the laptop for study and entertainment purposes and the laptop works flawlessly. My favourite thing about it is the screen quality, which is top notch! I was skeptical about buying from acer at first but the quality and features really took me by surprise and I would recommend this laptop to anyone looking for the best value for their money. The ONLY disappointing feature for me is the sound quality. In noisy environments you might need headphones or external speakers. Also, it would have been nice to have more colour options for the hardware.",POSITIVE
Value for money,POSITIVE
Very very happy your product quality and looking very nice,POSITIVE
"Amazon delivered the product late despite following up non stop. And since I was traveling, I got it delivered at a friends place. I came back after the return window was closed. And I realised that The power button didn't work properly and the laptop switched off on its own if picked up while working. The intel sticker had some marks around it and the laptop upper surface had spots as if it was a refurbished product. Not happy with the product at all",NEGATIVE
Awesome performance with best speed Nice design Good battery Picture quality Sound Gaming Value for money Portable to carry anywhere,POSITIVE
Performance is good. But the battery backup is not upto the mark. I hardly get to use 3 hours straight.,NEGATIVE
"Nice, Battery life is very good, Beautiful Display, Speedy, Little bit Heat and its manageable, Gods performance, Thank you so much.",POSITIVE
Good quality product and serving the purpose 100%,POSITIVE
Mouse is good and price is also good,POSITIVE
"Got a good product at an affordable price, thanks to Amazon.",POSITIVE
Worth it's price 😉,POSITIVE
I am working for my business purpose . It working very smooth and good to use . It has light weight . It has a good scrolling speed and ability.,POSITIVE
"The Amazon Basics wired mouse is perfect for everyday use. Comfortable grip, smooth tracking, and great value for the price. Highly recommend for anyone needing a no-fuss, dependable mouse!",POSITIVE
"I have tried 3 mouse[or is it mice] so far, and each time I have bought cheap, they are not that cheap, still. All 3 turned out to be a disappointment. Product material is not that great, but the sensitivity is bad, cursor just drifts, tried multiple mouse pads. I recommend just buy one good product even if it is a bit expensive.",NEGATIVE
Useful items,POSITIVE
Awesome laptop,POSITIVE
"I like this product very much But you said, there is a fingerprint option. But, it is not available, Little bad.",NEGATIVE
I just use my laptop for ppt and browsing purpose only.Within 1 year of purchasing I got literally 3 issues with the laptop and customer care service is pathetic both online/offline hp service agency..Please don't take this product...it is a bogus product The issue is system getting blacked out/hanging even if u use for 10minutes and those guys in the previous complaint had done nothing..they just came to my home and rubbed the ram/driver with an eraser(I SAW THAT) and the issue again started after a month and CUSTOMER CARE WILL LITERALLY PLAY WITH YOU FOR 10-15 DAYS and at last I went to an offline authorised hp(only) service store and they told that software is the issue and a new os had been installed and issue still persists and later they told it's a hardware problem(they said that THEY ARE THINKING BUT NOT SURE(SERIOUSLY!!!) and they told that they will replace the mother board which they will get after 10-12 days by order and if the issue still persists after replacing mother board THEY WILL SEE(STILL)!!! I'm done with hp and it's customer care and To any customers/people who have even a minor thought of going with hp product.. PLEASE DONT GO..OTHERWISE YOU WILL SUFFER,NEGATIVE
Only the letters on the keyboard r grey n hars to see sometimes,NEGATIVE
"Battery is not upto the mark, the only issue in laptop. Otherwise other things 5out of 5.",NEGATIVE
Great laptop…as expected from HP,POSITIVE
"Very nice performance of this laptop, Within this price this laptop is best for user .",POSITIVE
"ince the moment I bought it, the laptop has never worked properly. I’ve had three different engineers come to repair it, but each time, the issue remains unresolved. It seems like no matter how many times they try, nothing gets fixed. This ongoing problem has caused significant frustration, and the worst part is that I am losing valuable work hours and salary because I can't rely on this laptop to function properly. I expected much better quality and service from HP, and this experience has been nothing but a letdown. I would not recommend this product to anyone based on my experience.",NEGATIVE
Value for money... Nice product.,POSITIVE
"I recently purchased a renewed laptop from Amazon, and I must say that I am extremely disappointed with the product I received. The laptop I received was clearly much older than anticipated, estimated to be at least 4-5 years old. It had obviously been heavily used previously, with numerous changed parts that did not align with the original configuration.  One of the most disheartening aspects was the visible wear and tear on the laptop. It was evident that the laptop had been through extensive use, showing signs of physical damage and cosmetic flaws. It is quite frustrating to receive a product that does not meet the expected quality standards, especially considering it was marketed as ""renewed"" and sold on a reputable platform like Amazon.  Moreover, the fact that the laptop's parts had been replaced with components that did not match the original specifications added to my disappointment. As a customer, I expected a renewed laptop to be refurbished to a condition that closely resembles its original state, with compatible components and in line with the original design.  This experience has left me questioning the reliability of the renewed products sold on Amazon. I feel let down as a customer, as I had trusted the platform to provide a quality product that meets my expectations. This purchase has not only been a waste of my hard-earned money but has also caused a significant inconvenience as I now have to seek an alternative solution for my computing needs.  I hope that Amazon takes this feedback seriously and improves its quality control measures for renewed products. Customers should be able to trust that the products they purchase, even if renewed, are in proper working condition and aligned with the advertised specifications.  In conclusion, I strongly advise potential buyers to exercise caution when considering purchasing renewed laptops from Amazon. Based on my personal experience, I cannot recommend this particular product as it fell far short of my expectations in terms of age, condition, and adherence to the original configuration.",NEGATIVE
Build quality,POSITIVE
"I am convinced that I got what I was expecting. The quality sound, display are just fine but I am struggling with optimisation of the battery",NEGATIVE
"Very good product, it has all the specs as promised",POSITIVE
"Product given as excellent and scratches will not be visible up to certain cm, but it has dents and rubber were missing from all four quadrants, disappointed with the product",NEGATIVE
"we return this Laptop bcz of some screen damage and this is Repaint,",NEGATIVE
Everything is good and it was working properly previously but suddenly battery stopped working. Rightnow when I plug in then only it is working,NEGATIVE
"I recently purchased this docking station for my Apple MacBook, and it has exceeded my expectations. Crafted from durable metal rather than plastic, it not only offers excellent build quality but also adds a sleek and premium look to my workspace. I primarily use it for office work rather than gaming, and the HDMI functionality works perfectly for my needs. It performs flawlessly, providing reliable connectivity and functionality. If you're looking for a stylish, sturdy, and dependable docking station, this is an excellent choice and a great value for the price. Highly recommended!",POSITIVE
"While the device works great, the cable provided is a bit too short that connects to the laptop. As a result the docking station keeps hanging once other devices are jacked in. Good for its price point though.",NEGATIVE
"I couldn’t be more satisfied with the Honeywell 7-in-1 Type-C Docking Station. It’s a game-changer for my daily work routine! With its sleek design and versatile functionality, it handles all my connectivity needs like a pro. The 4K HDMI output is flawless, giving me crystal-clear visuals on my external monitor, and the transfer speeds on the USB 3.0 port are super fast, saving me so much time.  The additional USB 2.0 ports are great for connecting peripherals, and I love that it supports PD charging up to 100W, keeping my devices powered up without any hassle. The SD and Micro SD slots are a bonus for quickly transferring media files, especially for my photography needs.  What really sets this dock apart is how seamlessly it works with my MacBook and Thunderbolt 3 devices. It’s reliable, compact, and has made my workspace so much more efficient. If you're looking for a docking station that can handle everything, this is it. Highly recommend!",POSITIVE
Is fast and very useful to add more usb ports to those existing on the desktop. Very fast data transfer and found no issues with it as yet!! Overall a good buy!!,POSITIVE
"High speed USB 3 connection. I’ve tested using usbview free tool downloaded from Microsoft website. All four ports are USB 3 compatible. Good product, high speed. Works as expected.",POSITIVE
Value for money,POSITIVE
"I recently purchased the Honeywell 7-in-1 Type-C Docking Station (Model No.: HC000017/LAP/CDK) from Amazon India, and I must say, it has far exceeded my expectations! This docking station is an absolute game-changer for anyone looking to enhance productivity and streamline their workspace.  Design & Build Quality: The first thing that caught my eye was the sleek and compact design of this docking station. It has a premium feel, with a solid build that reflects Honeywell’s reputation for quality. The device is lightweight and portable, making it easy to carry around, whether I’m working from home, in the office, or even on the go.  Functionality & Performance: This 7-in-1 docking station comes packed with an impressive array of features. The Type-C connection is seamless, and it instantly transformed my laptop into a fully equipped workstation. Here’s what you get:  1. HDMI Port: The 4K HDMI output is a standout feature. It supports crystal-clear video output, making it perfect for presentations, video editing, or simply enjoying high-definition content on a larger screen. I’ve used it with my 4K monitor, and the experience has been flawless.  2. USB 3.0 Port: One USB 3.0 port and Two USB 2.0 ports are incredibly fast, allowing for quick data transfers. Whether it’s connecting my external hard drive, mouse, or keyboard, I’ve experienced zero lag or connectivity issues.  3. SD/TF Card Reader: The SD and TF card slots are a great addition for photographers and content creators. Transferring files from my camera’s SD card to my laptop has never been easier.  4. Type-C 100W Power Delivery: The Type-C port with 100W power delivery is a thoughtful feature. It allows me to charge my laptop while using the docking station, which eliminates the need for multiple chargers and keeps my workspace clutter-free.  Ease of Use: Setting up the docking station was a breeze. It’s truly plug-and-play, with no drivers or complicated software installation required. The connections are stable, and I haven’t encountered any issues with peripherals disconnecting or the docking station overheating, even during extended use.  Value for Money: Considering the wide range of functionalities this docking station offers, it is undoubtedly great value for money. It has made my work life so much easier and more efficient, allowing me to connect multiple devices and peripherals with ease.  Conclusion: The Honeywell 7-in-1 Type-C Docking Station (Model No.: HC000017/LAP/CDK) is a versatile and reliable accessory I highly recommend to anyone looking to expand their laptop’s capabilities. It’s perfect for professionals, creatives, and anyone who needs a powerful, all-in-one docking solution. I’m extremely satisfied with this purchase, and it’s earned a permanent spot in my tech arsenal.",POSITIVE
"Good,but delivery pack very weak ,easy open without any cruse or tear pack,I would suggest you make delevery strong when strangers or delevery agents tear on the way ,after reach delevery dispatch address",POSITIVE
The usb cable was too short as per description mentioned 1.2meters,NEGATIVE
"Good to get more connection to more external drives. This allows quick search and comparisons of contents of different drive, if like me you have thousand of files, and backups.",POSITIVE
The usb cable is 30cm only. Description says 1.2m long,NEGATIVE
Affordable and good,POSITIVE
Don't go for this,NEGATIVE
Sarath- Received welcome call,POSITIVE
Not showing interested to solve problems,NEGATIVE
Verg nice quality beds,POSITIVE
Warranty not update warranty in one assist app in mobile.,NEGATIVE
"The Lenovo ThinkBook 16 G6 is a sleek and modern laptop designed for both business professionals and students. With a powerful AMD Ryzen 5 processor, a vibrant WUXGA display, and a host of other features, this laptop promises to deliver a robust performance wrapped in a stylish package. Here's an in-depth review of the Lenovo ThinkBook 16 G6, highlighting its key specifications, performance, and overall value.  #### Key Specifications  - **Processor**: AMD Ryzen 5 - **Display**: 16"" WUXGA (1920x1200) IPS Antiglare, 300 Nits - **RAM**: 16GB - **Storage**: 512GB SSD - **Operating System**: Windows 11 Home - **Weight**: 1.7 kg - **Color**: Arctic Grey - **Special Features**: Fingerprint Reader (FPR), 1 Year Onsite Warranty  #### Design and Build  The Lenovo ThinkBook 16 G6 boasts a professional and minimalist design in an attractive Arctic Grey finish. Its slim profile and lightweight build (1.7 kg) make it easy to carry around, whether you're commuting to work or moving between classes. The build quality is solid, with a durable chassis that feels premium to the touch.  #### Display  The 16"" WUXGA IPS display is one of the standout features of this laptop. With a resolution of 1920x1200, the screen offers crisp and clear visuals, making it ideal for tasks such as content creation, media consumption, and everyday productivity. The antiglare coating ensures comfortable viewing even in brightly lit environments, and the 300 nits brightness level provides adequate luminance for most indoor settings.  #### Performance  Powered by the AMD Ryzen 5 processor, the ThinkBook 16 G6 delivers impressive performance for a wide range of applications. Whether you're multitasking with multiple apps, editing photos or videos, or engaging in light gaming, the laptop handles it all with ease. The 16GB of RAM ensures smooth and responsive performance, while the 512GB SSD provides fast boot times and quick access to your files.  #### Battery Life  Battery life is an important consideration for any portable device, and the ThinkBook 16 G6 does not disappoint. On a full charge, it can easily last through a typical workday, offering around 7-9 hours of usage depending on the intensity of your tasks. This makes it a reliable companion for long meetings, lectures, or travel.  #### Keyboard and Touchpad  Lenovo is known for its excellent keyboards, and the ThinkBook 16 G6 is no exception. The keys are well-spaced, with a good amount of travel and tactile feedback, making typing comfortable and efficient. The touchpad is responsive and supports multi-touch gestures, enhancing the overall user experience.  #### Security and Extras  Security is a priority for the ThinkBook series, and this model includes a fingerprint reader (FPR) for quick and secure login. This feature adds an extra layer of protection to your data and personal information. Additionally, the laptop comes with a 1-year onsite warranty, providing peace of mind with reliable support should any issues arise.  #### Connectivity  The ThinkBook 16 G6 offers a good selection of ports and connectivity options, including USB-C, USB-A, HDMI, and an audio jack. This ensures compatibility with a wide range of peripherals and accessories, enhancing its versatility for different use cases.  #### Conclusion  The Lenovo ThinkBook 16 G6 Ryzen 5 is a well-rounded laptop that combines performance, portability, and practicality in an attractive package. Its robust specifications and thoughtful features make it a great choice for professionals, students, and anyone in need of a reliable and efficient computing solution. With its high-quality display, strong performance, and sleek design, the ThinkBook 16 G6 offers excellent value for its price point.  **Pros:** - Powerful AMD Ryzen 5 processor - Crisp and vibrant 16"" WUXGA IPS display - Lightweight and portable design - Solid build quality - Good battery life - Fingerprint reader for added security  **Cons:** - Brightness could be higher for outdoor use - Limited gaming capabilities for high-end games  Overall, the Lenovo ThinkBook 16 G6 is a compelling option for those looking for a capable and stylish laptop that can handle a variety of tasks with ease.",POSITIVE
"Great laptop. Delivered on time. First impressions - 1. Great build, lid is metal, sturdy and robust. 2. Looks good, handy, not that heavy.  Boot 1. First time gets booted with windows 11, start it up and do product registration pretty straight forward.  Linux 1. Obvious, booted it with ubuntu 22.04, got the FP drivers installed manually (again very straightforward) 2. I got the 8GB ram it works fine, but i have juiced it up with 16gb so total 24gb 3. 2 type c ports, all the ports ull ever need its built into the laptop. 4. Two external monitors works smooth along with built in screen 5. Keyboard is good, I really enjoy typing, tho it could have been little better. Yep its backlit works fine. 6. Battery backup is not that good, couple of hours I get with normal usage, charges quickly, but have to keep charger handy 7. On linux bluetooth and wifi gives you issues, which should be fixable with a usb wifi stick  Final thoughts After considering a lot of laptops, and specifically for linux, this one was a perfect match. you get 8 and 16gb variant go for 8 you get it for 48, I got it for 45 (with offers). Totally worth the money, and it truly is an amazing laptop. #thinkpad.",POSITIVE
"I recently purchased this 16-inch Lenovo laptop from Amazon and have had a mix of experiences. The fingerprint login is impressively fast, and the larger screen is a welcome upgrade from my previous 15.6-inch laptop. However, I've encountered some minor issues that might be deal-breakers for some. Pros: * Swift Fingerprint Login: The fingerprint sensor is quick and reliable. * Excellent Display: The larger screen offers a more immersive viewing experience. * Bright Backlight: The backlight is sufficiently bright for comfortable viewing in various lighting conditions. * Excellent Linux Compatibility: AMD's superior GPU drivers make this a great choice for Linux users. Cons: * Subpar Speaker Volume: The speakers are quite soft, making it difficult to hear audio clearly, especially in noisy environments. * Average Battery Life: The battery life is around 5 hours, which may not be sufficient for all-day use without a charger. * Touchpad Placement: The touchpad is slightly off-center, which might take some getting used to for some users. * Slight Backlight Bleed: There's a minor backlight bleed issue on the left bottom side, noticeable when viewing a black screen in full screen mode. Despite these drawbacks, this Lenovo laptop offers a decent overall experience, particularly for Linux users who appreciate a larger screen and fast fingerprint login. However, potential buyers should carefully consider the speaker volume, battery life, and touchpad placement before making a decision.",POSITIVE
"I work from home, and I needed a stand that is light, sturdy, and portable. I have repurchased the product. The six angles provide the angle depending on different needs. It a worth every penny for me.",POSITIVE
"Laptop Elevation Stand Review  The laptop elevation stand offers excellent elevation, providing a comfortable viewing angle that greatly reduces strain on the neck and shoulders. Its lightweight design makes it easy to carry around, which is perfect for people who move between workspaces or need something portable.  For work-related tasks and media consumption, this stand works wonderfully. The elevated height helps with ergonomics, and it’s perfect for watching videos or attending online meetings. However, I’m not entirely sure if it’s ideal for gaming, as it doesn’t seem to have features specifically designed for cooling or long gaming sessions.  One concern is the durability of the grips on the holders. They work well initially to keep the laptop stable, but I’m not sure what the solution is if they wear out over time. It would be great if there were some guidance on how to replace or maintain these parts for long-term use.  Overall, it's a solid stand for general use, but there might be some doubts regarding its longevity and performance for more intense activities like gaming.",POSITIVE
It's a good product don't worry about the size because when I first opened it I thought it will break as it appears small in size than my laptop but it works perfectly fine and handles the weight of my laptop the quality is very good I will say it is value for money overall its a good product 👍,POSITIVE
"Perfect sturdy item, get the job done. Not very heavy, so it's easy to carry around",POSITIVE
"Inaccurate color, i orderedspace grey received some weird mix of blue and grey, definitely not space grey. The high adjustment is also not precisely done. We have to push the extensions sideways to properly fall into the height adjustment. Stability is ok and rubbers are good",NEGATIVE
"Lightweight, and quality also good. It successfully fulfills my need for the height adjustment of my laptop screen for eye level and I feel it's value for money",POSITIVE
Nice Product. Easy to use and sturdy.,POSITIVE
"Good, good material, easy to carry, price need to be 250",POSITIVE
Very cheap and flimsy. I have another one that was from office works that was well worth the extra money. Even the little rubbery bits on the bottom aren't placed correctly.,NEGATIVE
"Packs small and made of high quality materials. Elevates laptop from desk.  Problem- the locking at the angle isn't very secure so removing your laptop can cause it to collapse but if you don't plan on moving your laptop a lot, you should be good.",POSITIVE
It's fully metal body or not. Please share me what it's body type. Metal body or partly metal body or not,NEGATIVE
A sturdy laptop with very good features..have been using dell laptops for past 12 years now...& should say this laptop doesn't disappoint...very good crisp sound quality...good display...surprising aspect comes with camera privacy shutter..haven't tested the battery life as yet...but by the looks of it looks a reasonable battery back up...if u want to go with tried & tested brand go with Dell any day,POSITIVE
Excellent condition & working good For both personal & Office work it works excellent Affordable price compares to all models,POSITIVE
Nice laptop with good performance and value for money having back-lit keyboard and many more features.,POSITIVE
"So,I am using this laptop from last 10days.. Here are some observations of mine:-  Display is decent at this price as evey other laptop provides. (4/5)  Camera is decent as aswell. 720p is not the best but good enough to attend video calls  Battery is really good because it comes with a 1215u processor. It will give you around 5hrs with 50% brightness or more . (5/5)  Build quality is really good, As most of the product of Asus .. (5/5)  Pro's:- -Good Battery life -Build Quality feels lika a premium laptop -Ms office - Backlit keyboard - single core performance is really good  Con's:- - fingerprints on the laptop will irritate you to clean it.. - Decent heavy task duty because of 1215u You can play gta 5 in low setting with decent fps...  *Best option for students, you'll never regret it*",POSITIVE
